Student ID,First Name,Last Name,CNIC,Email,Phone Number,Credit Hours,CGPA
41K-1600,Laurie,Thompson,80398-0014248-9,ebony61@gmail.com,+92 9570251808,56,3.43
43K-8824,Molly,Thomas,90134-4829775-9,davidhull@gmail.com,+92 2651311896,41,2.68
90K-8100,Kelly,Campbell,86778-7788967-8,oreed@gmail.com,+92 7404676967,46,2.32
18K-3588,Tanya,Williams,82646-7541718-6,fosterdaniel@gmail.com,+92 6450310537,21,3.85
63K-5959,Shelby,Parks,73667-8638064-4,james50@gmail.com,+92 1621498844,29,3.44
93K-9736,Peter,Simpson,48872-5776626-6,craignelson@gmail.com,+92 2509958485,129,2.95
80K-0658,Samantha,Gomez,40691-1199404-4,hannah86@gmail.com,+92 0360528813,68,2.79
71K-1558,Roy,Castillo,13331-0489711-1,emily81@gmail.com,+92 5933996987,30,3.14
90K-5481,Jordan,Moore,54500-8192240-3,donaldhoward@gmail.com,+92 5334058593,130,3.77
74K-8086,Jessica,Williams,97162-6630041-5,tthomas@gmail.com,+92 4765827725,108,2.29
27K-6529,Sean,Salazar,74421-6022734-7,mbrown@gmail.com,+92 0300275153,91,2.29
19K-8512,Jerry,Fisher,60624-3367267-2,brownashley@gmail.com,+92 3655358201,103,2.54
53K-5464,Donald,Johnson,13921-9217593-7,christopherbrown@gmail.com,+92 1289278944,128,2.4
64K-2508,Tammy,Brooks,98708-2615812-7,lynn40@gmail.com,+92 4056856425,112,2.59
09K-7855,Jennifer,Hodges,94314-4561356-7,ramosdawn@gmail.com,+92 2340764268,52,3.82
31K-7992,Sarah,Henderson,43406-5331577-2,brockkimberly@gmail.com,+92 0429788163,122,3.39
93K-0533,Cynthia,Kerr,47687-3761870-9,nancyramsey@gmail.com,+92 5489280335,114,2.75
49K-4724,Christopher,Young,58745-1289867-4,crystaldodson@gmail.com,+92 3354083253,60,2.59
40K-8259,Allison,Walters,42663-4698979-3,joeljones@gmail.com,+92 7984722159,96,3.45
70K-1489,Allison,Moreno,66986-4603419-9,tony06@gmail.com,+92 9385865544,89,2.95
42K-4280,Daryl,Morales,68399-2720144-6,amy18@gmail.com,+92 4522856691,71,2.51
94K-1776,Donna,Peters,86571-7953915-0,tsmith@gmail.com,+92 7630563611,116,2.37
60K-8969,Alex,Edwards,70402-0312168-6,michaelnewman@gmail.com,+92 2315276725,84,2.19
61K-8101,Suzanne,Miller,84331-5606337-2,lori66@gmail.com,+92 8970068939,76,3.51
94K-1636,Tony,Sparks,84206-4595198-6,keith42@gmail.com,+92 8693880602,83,2.59
02K-6805,Alex,Jennings,10209-9259402-4,lindagraham@gmail.com,+92 7222958468,25,3.27
81K-6963,Daniel,Wallace,19840-4711040-2,msmith@gmail.com,+92 9088720526,116,3.46
46K-5305,Tiffany,Martinez,59730-6512789-5,jefferyperez@gmail.com,+92 8725279133,97,2.76
74K-2245,Kenneth,Simmons,15927-1633310-7,kmartin@gmail.com,+92 3212847677,71,3.75
68K-0089,Jason,Hamilton,39330-5758641-1,tvillarreal@gmail.com,+92 0665773509,83,3.33
04K-9719,Alyssa,Allen,41924-8430550-4,frederickluis@gmail.com,+92 1749113596,116,3.64
97K-6045,Christopher,Smith,28716-1186983-3,qcarter@gmail.com,+92 9496587585,46,3.73
15K-6264,Cheryl,Ortega,14620-8726732-3,burkewilliam@gmail.com,+92 6032716711,61,2.1
31K-5844,Tammy,Butler,27135-8547346-6,travissanchez@gmail.com,+92 4737417415,62,3.96
46K-1988,Mackenzie,Shannon,42422-9046247-5,sarah73@gmail.com,+92 0405701694,92,2.4
40K-9167,Jacqueline,Noble,80860-7233159-0,cuevasvictor@gmail.com,+92 6572615392,121,2.18
78K-9295,Jasmine,Jefferson,58116-3538584-7,fflynn@gmail.com,+92 9200652336,127,3.84
17K-0744,Angela,Salazar,12225-8141061-8,hernandezbobby@gmail.com,+92 5861572945,86,3.73
46K-4454,Robyn,Rivera,77943-4759403-1,thill@gmail.com,+92 5985111578,119,2.25
16K-7307,Sherry,Diaz,26802-7859978-2,ortizchristopher@gmail.com,+92 5626605649,115,3.33
72K-8426,Amy,Valdez,74196-4959916-1,richardgill@gmail.com,+92 8907454719,41,2.69
56K-9731,Ronnie,Thomas,68796-6637402-9,dylanroth@gmail.com,+92 5002155929,54,2.33
47K-5556,Peter,Daniel,68551-7213484-0,kelliharris@gmail.com,+92 6436250471,30,2.1
63K-8829,Gabriel,Nielsen,85604-2463042-5,dianejordan@gmail.com,+92 5969955420,104,2.54
48K-8475,Chad,Howe,82743-2979809-3,donovanthomas@gmail.com,+92 5487386875,50,3.97
41K-6908,Eric,Garcia,14987-0973102-6,tannerrobert@gmail.com,+92 1245889920,37,3.3
70K-2484,Daniel,Johnson,85706-6321422-9,fishersusan@gmail.com,+92 2857129967,95,2.3
86K-2516,Joseph,Figueroa,92540-8238293-6,andrewstephens@gmail.com,+92 8313417980,98,2.17
31K-8228,Calvin,Martin,87928-4168069-8,cheryl56@gmail.com,+92 0358258145,34,3.91
30K-3015,Mary,Green,46792-4856507-7,fmills@gmail.com,+92 7990803204,90,2.78
11K-7194,Shawn,Nguyen,27035-7564365-9,hebertchristina@gmail.com,+92 7336914904,94,2.36
19K-1005,Michael,Moreno,36986-3260659-5,micheal66@gmail.com,+92 4719343909,80,3.63
12K-8379,Nathaniel,Simmons,89241-8677697-6,laurie01@gmail.com,+92 7094054271,51,3.29
96K-3733,Karen,Williams,30146-2249583-5,huntamy@gmail.com,+92 5869622690,92,2.59
73K-2966,Janice,Mckinney,84750-5613176-4,wilsondwayne@gmail.com,+92 2655534061,109,3.1
62K-0532,William,Smith,80198-2662030-9,lbradley@gmail.com,+92 9478012736,35,2.69
05K-2886,John,Davies,79236-6514362-6,dawn13@gmail.com,+92 4962735029,128,3.76
03K-8958,Vincent,West,84347-4237572-2,rebeccamoore@gmail.com,+92 1215689406,63,2.42
36K-0098,Holly,Campbell,18905-5499246-9,coxsusan@gmail.com,+92 1941335541,70,3.4
38K-0319,Carla,Ramos,39401-8002274-7,xsanders@gmail.com,+92 5837054262,121,2.5
32K-8279,David,Clark,79494-6552501-3,michelle07@gmail.com,+92 6645670787,103,2.11
50K-4227,Pamela,Reid,98633-7777473-2,lcobb@gmail.com,+92 2036832636,93,3.8
68K-3931,Lauren,Dodson,61936-5325620-3,morrisamanda@gmail.com,+92 2939268238,69,2.68
80K-4506,Barbara,Sanchez,62632-7398010-3,mark71@gmail.com,+92 3846944755,73,2.3
28K-4914,Richard,Allen,32295-8638948-2,kendra52@gmail.com,+92 8794486710,34,3.4
48K-7960,Michael,Lopez,79293-6865599-3,tnguyen@gmail.com,+92 1581895708,70,3.12
17K-1479,Edward,Brown,21277-1288569-1,deckerlindsey@gmail.com,+92 8400808123,106,2.24
05K-1377,Allison,Montgomery,33551-9794448-0,tyler96@gmail.com,+92 6588454651,121,2.97
50K-4278,Brandon,Smith,12185-0002187-9,reedjustin@gmail.com,+92 3981423768,114,3.48
39K-2831,Larry,Thomas,43120-5961068-8,davidbarajas@gmail.com,+92 1023576786,34,3.8
25K-5109,Brian,Bryant,30590-9012782-2,davisstephen@gmail.com,+92 0048544508,93,2.8
88K-5577,Yvonne,Stewart,54087-2185495-7,michaelgarner@gmail.com,+92 3658617138,63,3.17
55K-1179,Sarah,Perkins,69293-9731730-6,nbaird@gmail.com,+92 5298264188,26,2.33
65K-5205,Cassandra,Huffman,83439-1461539-1,rpierce@gmail.com,+92 4519586812,106,3.53
31K-4903,Troy,Cox,90543-6414303-7,barbara65@gmail.com,+92 8990216986,73,3.69
61K-4943,Donald,Gonzales,37507-1632008-3,stephanie05@gmail.com,+92 5676050234,34,3.81
73K-8316,Tanya,Goodman,80146-7884115-8,ashley89@gmail.com,+92 7403113281,98,2.7
17K-4631,Bryan,Santiago,67421-1394563-8,david50@gmail.com,+92 5761925025,99,2.4
32K-2923,Grace,Johnson,44244-9601806-7,richardshaw@gmail.com,+92 0232192509,70,3.42
09K-0189,Ryan,Fuller,96210-3515875-5,juan43@gmail.com,+92 1771103208,120,3.46
84K-9169,Tonya,Stuart,69254-2834010-6,tylerwillis@gmail.com,+92 5651617592,65,2.9
