Student ID,First Name,Last Name,CNIC,Email,Phone Number,Credit Hours,CGPA
89K-9523,Luis,Henderson,74706-6625828-4,toddwoods@gmail.com,+92 0880936780,33,3.49
66K-6543,Chelsea,Love,30364-0725635-9,jesseramos@gmail.com,+92 2785068569,33,3.17
14K-2356,Maria,Hubbard,53638-7520172-9,urobinson@gmail.com,+92 7780177298,105,2.17
92K-1191,Cody,Gregory,91598-3626078-9,billycoleman@gmail.com,+92 0210068234,109,2.88
94K-4512,Shane,Russell,24931-3869637-2,awilliams@gmail.com,+92 8134308226,110,3.54
00K-0137,Jessica,Aguirre,69254-6653942-2,robert82@gmail.com,+92 2395947939,103,3.69
67K-4607,Julian,Gill,24621-2581424-7,jonesmonica@gmail.com,+92 6027872352,124,2.58
83K-7046,Fred,Martinez,84587-0709116-0,ronaldanderson@gmail.com,+92 4718365910,46,3.83
78K-7977,Kyle,Robinson,66627-7400831-7,brian91@gmail.com,+92 8124939280,127,3.97
73K-9862,Ryan,Hamilton,69001-0996969-3,thomashodges@gmail.com,+92 1888200543,23,3.5
66K-0289,Karen,Medina,25322-2398771-0,robert78@gmail.com,+92 9747808678,47,3.67
37K-4116,Eric,Lewis,27956-9854233-0,wilkersonpatrick@gmail.com,+92 6794033879,17,2.51
35K-0045,Andrew,Chapman,94797-1337062-2,tthomas@gmail.com,+92 0093870054,88,2.34
78K-6720,Christopher,Douglas,47611-4602065-8,alexanderholmes@gmail.com,+92 2724020557,118,3.55
50K-5112,Melissa,Garcia,15073-1336016-0,andrewpeterson@gmail.com,+92 9412542197,69,2.49
16K-5275,Sharon,Sanders,32215-8987269-8,martincheryl@gmail.com,+92 6930260554,49,3.96
91K-7750,Alexander,Owen,63377-0398838-6,james10@gmail.com,+92 2173254226,128,2.11
29K-9350,Kevin,Cox,70688-3107786-9,vrichards@gmail.com,+92 4581006848,49,2.26
42K-0218,Matthew,Thompson,98525-7588810-4,stevenwong@gmail.com,+92 1962401139,46,3.7
46K-9794,Kevin,Henderson,56683-4410668-0,williamsshawn@gmail.com,+92 1198693428,110,2.5
03K-1957,Bonnie,Bowers,19764-3563907-4,amandagill@gmail.com,+92 9700074181,42,2.77
93K-7694,Sandra,Kennedy,70276-1973218-8,belllinda@gmail.com,+92 0718308051,34,2.55
58K-6120,Kristen,Watts,52570-2944129-3,roweapril@gmail.com,+92 5011056878,105,2.36
57K-4559,Kevin,Hernandez,48654-5443913-4,kathy74@gmail.com,+92 8440406349,68,2.18
96K-3457,Robert,Frey,99379-2132190-4,lblanchard@gmail.com,+92 4826082663,51,2.2
33K-8540,Samantha,Sawyer,10762-9541010-8,sharon14@gmail.com,+92 9790889591,69,3.72
15K-8441,Jillian,Miller,10405-7036753-4,kellytamara@gmail.com,+92 7292305797,110,2.42
85K-1333,Katherine,Hayes,86570-6276441-5,troyguerrero@gmail.com,+92 5135747001,54,3.19
19K-1858,Margaret,Valdez,34570-8597338-1,carl22@gmail.com,+92 3271236236,70,3.6
39K-6038,Justin,Diaz,80335-0018619-0,jamesross@gmail.com,+92 2518066553,91,3.31
04K-1577,Tabitha,Williams,72688-3041336-0,baileytim@gmail.com,+92 1484349631,48,3.41
57K-2513,Brian,Hamilton,20577-7161169-2,miguel07@gmail.com,+92 9543658801,39,3.99
20K-2535,Carol,Palmer,39221-0553493-1,carlzimmerman@gmail.com,+92 6485006822,30,3.63
56K-9919,Jeffery,Hines,45237-9176237-7,angelanderson@gmail.com,+92 9051413132,19,3.13
55K-2539,Amy,Moore,85362-6615742-6,morganphillips@gmail.com,+92 6143695321,120,3.52
10K-8703,April,Scott,86131-0714580-0,wisejames@gmail.com,+92 9471515905,74,3.17
90K-2773,Derrick,Wood,37428-2095102-4,holly90@gmail.com,+92 3916829881,114,3.91
23K-4430,Patricia,Mccoy,96331-4986448-8,stacymitchell@gmail.com,+92 1298465960,90,2.57
15K-1330,Ronald,Webster,96158-2949856-5,qrichards@gmail.com,+92 5269758971,18,2.12
96K-2338,Darrell,Thomas,18449-9444112-8,vchan@gmail.com,+92 0430504644,79,2.11
93K-3658,Daniel,Moore,29776-6903002-0,bchavez@gmail.com,+92 2809365595,55,2.88
47K-6925,Keith,Phillips,22881-0336555-6,jshah@gmail.com,+92 6144767042,42,3.6
61K-7108,Amanda,Anderson,26687-4594646-5,estradaderek@gmail.com,+92 6182833406,39,3.16
50K-1354,Andrea,Pena,44436-9854573-4,fernandezrenee@gmail.com,+92 8457035393,73,2.1
85K-0026,Lucas,Cooper,39947-9039544-7,rscott@gmail.com,+92 4030447318,69,2.18
85K-4469,Phillip,Wells,79904-9098173-6,ann42@gmail.com,+92 4496748309,58,2.4
99K-1210,Jenna,Hansen,10296-5922493-0,greenkaitlin@gmail.com,+92 8593557847,125,3.25
12K-6337,Shawn,Floyd,52929-4353774-0,johnkeller@gmail.com,+92 3911753096,51,3.62
94K-2330,Nicole,Simmons,26923-3135386-0,joneseduardo@gmail.com,+92 6504098286,62,2.44
67K-3040,Jasmine,Pham,87273-5455250-7,harriscandace@gmail.com,+92 3190136257,50,2.73
17K-6753,Tara,Landry,58010-5464655-1,gsims@gmail.com,+92 9309818479,39,2.54
36K-1306,Jessica,Cain,12188-9558510-1,schroederchristopher@gmail.com,+92 8935255523,116,2.47
09K-3202,Amy,Hooper,91333-4655781-2,fkeith@gmail.com,+92 7335794895,90,2.3
07K-6703,Rachel,Jones,40167-3555557-5,lmcintyre@gmail.com,+92 3708203485,81,3.53
69K-4512,Wendy,Green,38795-6543570-0,simpsonchristopher@gmail.com,+92 2780768873,59,3.92
16K-8867,Lori,Gonzalez,61961-6898529-4,malonedylan@gmail.com,+92 6064219397,95,2.77
16K-5352,Brandon,Jackson,37693-8415503-0,alisongonzalez@gmail.com,+92 3232154700,125,2.5
06K-3865,Daniel,King,48313-1369324-6,tara05@gmail.com,+92 1811341969,83,3.6
58K-6062,Amy,Gibbs,53100-6770399-4,autumndougherty@gmail.com,+92 6398885749,53,2.72
33K-6236,Aaron,Green,68430-1481282-7,michaeljohnson@gmail.com,+92 5105812697,93,2.21
48K-1645,Bradley,Ochoa,57488-0300652-3,madeline82@gmail.com,+92 5604563254,130,3.31
87K-5413,Jeffrey,Velazquez,67559-2090333-3,melanie33@gmail.com,+92 0446576315,52,3.83
39K-1254,Charles,Holloway,33746-3019353-0,mark82@gmail.com,+92 6014052159,74,3.54
39K-3186,Kevin,Navarro,29264-7209579-4,zwright@gmail.com,+92 1525830634,67,3.37
13K-9726,Ryan,Greer,92963-4003857-3,shannon34@gmail.com,+92 5024151065,112,3.54
75K-5828,Jeffery,Durham,32814-7080875-9,kaylajohnson@gmail.com,+92 2266453181,69,3.32
74K-8728,Daniel,Rogers,14594-5409588-9,ramoslisa@gmail.com,+92 8064374224,102,3.21
08K-5666,Megan,Thompson,93424-6259993-8,saramarshall@gmail.com,+92 2557331665,51,3.48
29K-5250,Jerry,Ho,40951-7383999-9,miguel74@gmail.com,+92 6359853814,122,2.11
61K-0114,Jonathan,Hayes,27390-8488540-5,adrian53@gmail.com,+92 9468139887,63,2.78
21K-8401,Troy,Nelson,19792-2146441-2,reyesamy@gmail.com,+92 0612701231,73,3.39
60K-8432,Anthony,Perez,26406-7789678-8,theresajenkins@gmail.com,+92 3271856916,50,3.34
56K-9248,David,Wilson,15467-5706606-8,julie80@gmail.com,+92 3539077122,99,3.21
81K-3668,Lacey,Patterson,84453-0521843-6,lisarodriguez@gmail.com,+92 3402991009,68,2.11
08K-8610,Wendy,Cochran,40651-6049558-2,lcampbell@gmail.com,+92 7042537274,97,2.3
59K-4362,Maria,Wood,91771-6066680-7,ashleygonzalez@gmail.com,+92 2078539645,77,2.47
82K-7756,James,Garcia,92343-4570378-6,tina38@gmail.com,+92 5846797232,85,2.74
87K-5835,Jason,Smith,35116-5758151-0,bthomas@gmail.com,+92 1873110954,57,2.92
85K-2047,Jean,Hernandez,44677-7082437-7,jesus64@gmail.com,+92 1016856117,125,2.19
28K-2852,Keith,Turner,73873-3588536-0,kyle53@gmail.com,+92 9946620623,32,3.66
09K-7544,Dustin,Soto,71034-3183996-1,fmartin@gmail.com,+92 8821712677,109,3.37
91K-4717,Samuel,Garcia,88730-7696609-3,barnettsandra@gmail.com,+92 1762832404,44,2.19
08K-4248,Michele,Leonard,28805-7706816-7,michael69@gmail.com,+92 9989376306,65,3.55
24K-9266,Shawn,White,37368-3005458-9,jilliancolon@gmail.com,+92 0565092303,45,3.48
61K-4657,Jessica,Jackson,78493-6806036-1,floresbradley@gmail.com,+92 5689366426,119,2.45
63K-5847,Carl,Shepard,18143-3816253-3,dawnalvarado@gmail.com,+92 1148052637,56,3.31
93K-4057,Katie,Sullivan,58879-1455788-4,ronaldcross@gmail.com,+92 2215141594,130,3.41
74K-5233,Angela,Roberts,86169-0600428-6,williamsrebecca@gmail.com,+92 5202115236,75,3.86
61K-1625,April,Garrett,97040-8395532-3,oabbott@gmail.com,+92 6119242955,124,2.86
06K-0263,Janet,Roberts,70288-9651731-5,amandacunningham@gmail.com,+92 4834188586,42,2.19
52K-6268,David,Hancock,73895-9975503-4,petersonkimberly@gmail.com,+92 1837498662,70,3.42
08K-7826,Judy,Williams,71016-8779006-7,vruiz@gmail.com,+92 7207700684,111,2.9
78K-4480,Stephanie,Harris,11793-4904955-7,trubio@gmail.com,+92 7435002052,29,2.66
22K-5353,Fernando,Scott,96939-2492267-6,jduran@gmail.com,+92 5525666615,119,2.39
84K-1644,Alicia,Hooper,78433-2020923-2,dianesandoval@gmail.com,+92 3133550398,94,3.55
85K-9147,Dana,Grant,89625-3131768-0,tamara12@gmail.com,+92 2130019229,106,2.52
99K-9360,Alexander,Olson,95490-6610925-9,fhill@gmail.com,+92 1430494713,74,2.9
21K-7092,Darrell,Maldonado,12857-1190140-1,caseysherri@gmail.com,+92 7865618515,48,2.7
43K-8145,James,Shaffer,57165-6706270-0,sierralee@gmail.com,+92 9554157732,100,2.39
91K-6958,Steven,Miller,70817-7572918-6,kevinpierce@gmail.com,+92 8486028179,89,3.49
09K-8172,Claudia,Franco,62612-6381946-9,robertsongary@gmail.com,+92 6338168841,92,3.97
47K-8445,Breanna,Delacruz,61652-6902350-2,john40@gmail.com,+92 9471198063,27,2.2
10K-3791,Lauren,Baker,31083-6363760-3,colemankathy@gmail.com,+92 2936356955,97,2.16
84K-0369,Kathy,Lowe,87824-5311699-3,wriley@gmail.com,+92 8735666663,42,2.12
13K-6708,Joanna,Evans,45256-7501744-9,tanderson@gmail.com,+92 1783398347,72,3.31
78K-8144,Michael,Scott,32758-3738607-7,halealan@gmail.com,+92 7056623436,119,2.94
27K-9138,John,Mills,12913-3519477-4,owensemma@gmail.com,+92 2618892354,91,2.65
82K-2733,Jessica,Rodriguez,82555-6125024-4,julia85@gmail.com,+92 0486256773,66,2.31
00K-0107,Bryan,Nelson,89187-1378227-8,amandawong@gmail.com,+92 9304324164,74,3.79
90K-2699,Terri,Maxwell,62565-4683279-5,douglaskaitlin@gmail.com,+92 9811882969,93,3.48
62K-2050,Richard,Murphy,68491-7303395-2,kennethperez@gmail.com,+92 2832071035,50,3.2
40K-6064,William,Garcia,55557-1369029-7,jimparks@gmail.com,+92 3735306643,35,2.81
30K-3363,David,Marsh,31528-4329939-9,jeffreycameron@gmail.com,+92 8882718252,63,3.2
26K-6968,Rick,Harvey,98708-2702276-6,melissa55@gmail.com,+92 8437449781,32,3.96
49K-8779,Samantha,Wright,30899-8693917-1,qwhite@gmail.com,+92 3120519413,113,3.79
61K-3746,Amber,Alexander,87318-1688402-4,eric88@gmail.com,+92 5747556686,30,3.21
39K-2364,Taylor,Acosta,31553-1389494-6,grimessteve@gmail.com,+92 0436576238,77,2.35
88K-0944,John,Sparks,76450-8855734-0,vwest@gmail.com,+92 2262536027,25,2.86
47K-7390,Karen,Chambers,36946-0521851-8,gwoods@gmail.com,+92 0759563643,93,3.83
31K-2956,Justin,Carr,88627-7412688-8,dmunoz@gmail.com,+92 9326795646,40,3.92
33K-0727,Rachel,Allen,86017-9931234-5,moralesthomas@gmail.com,+92 0883824352,108,3.37
05K-2182,Damon,Tucker,89785-8500834-6,michaelortiz@gmail.com,+92 4195209129,28,2.9
56K-6802,Jeffrey,Lowe,75547-1638035-0,justin69@gmail.com,+92 3799343140,127,3.0
20K-2349,Emily,Martinez,63795-1197991-6,sandra75@gmail.com,+92 5345897995,89,2.15
45K-1182,Sharon,Villa,67111-1206055-0,mdyer@gmail.com,+92 6974939886,47,3.75
39K-2253,Rebecca,Pratt,39297-2414394-6,bartonbrent@gmail.com,+92 6528652777,52,3.53
46K-4634,Nicholas,Rowe,40742-2312267-0,xchambers@gmail.com,+92 4189406717,51,3.56
22K-7335,Brandon,Fernandez,84292-2594602-2,tracysmith@gmail.com,+92 1441888222,34,2.6
01K-7086,David,Hunter,30898-5763286-1,sandersadam@gmail.com,+92 8880342650,44,3.73
27K-3751,Michele,Lucas,55353-7154818-3,myersnicholas@gmail.com,+92 7686061168,18,3.71
25K-4501,Vincent,Velez,90693-2858005-0,ricardo29@gmail.com,+92 6471964706,82,3.9
18K-2894,Brittney,Johnson,38165-1520301-7,melanie81@gmail.com,+92 3464338423,121,2.83
75K-9388,John,Long,43540-2711245-2,millertaylor@gmail.com,+92 6146956486,50,3.32
54K-3461,Danielle,Edwards,54142-4721939-7,yglenn@gmail.com,+92 5597932614,45,3.5
97K-3042,Rachel,Mahoney,88007-9104044-7,marybowen@gmail.com,+92 8634220444,21,2.83
22K-6909,Jeremy,Simon,19216-7115548-9,angelamullen@gmail.com,+92 4184883613,41,2.85
92K-5838,Amy,Kelly,54245-3712140-8,gregory55@gmail.com,+92 5610986366,82,3.36
95K-2150,Michael,Johnson,92507-8345816-2,tonya20@gmail.com,+92 6783858276,79,2.55
82K-6249,James,Mayer,51000-3391619-8,blewis@gmail.com,+92 0625408330,108,2.34
75K-2545,Morgan,Lee,48344-4130634-1,eugenewright@gmail.com,+92 4592520733,94,3.42
30K-3998,Laura,Baker,84603-9622070-2,kylemcdaniel@gmail.com,+92 8483377928,22,2.28
32K-1699,Samantha,Malone,27474-5017409-1,denise41@gmail.com,+92 9209449722,78,2.41
86K-9468,Amber,Hester,59447-9399044-6,rogersjustin@gmail.com,+92 5826970318,42,2.21
62K-8578,Beth,Perez,53182-7974680-5,qcruz@gmail.com,+92 8292075691,119,3.53
80K-4936,Rebecca,Cooper,19389-8699256-7,slucero@gmail.com,+92 8477995011,78,2.46
36K-3401,Courtney,Young,19710-3954950-2,jessica36@gmail.com,+92 0137475246,115,3.81
69K-1308,Lori,Murray,15984-6155531-7,acraig@gmail.com,+92 4054087336,109,2.3
63K-3487,Alex,Conley,37393-4690956-8,jessica60@gmail.com,+92 7088378573,84,2.91
57K-3115,Stacey,Parsons,70798-5289832-7,bentleydavid@gmail.com,+92 8065527841,43,2.91
69K-7976,Timothy,Schmidt,75180-8645318-4,wattsanthony@gmail.com,+92 2490397793,57,2.71
58K-2930,Bonnie,Bryant,37132-9533809-7,victoriacopeland@gmail.com,+92 8928635553,59,2.72
25K-2418,Tyler,Frazier,73738-0846258-0,hbond@gmail.com,+92 0247446272,57,2.35
49K-9339,Christopher,Jones,12068-4098078-1,richard21@gmail.com,+92 3419860820,108,3.32
53K-2625,Thomas,Wall,93971-5404646-6,ufuller@gmail.com,+92 5789093342,79,2.21
29K-2070,Michael,Walker,31690-0909906-6,matthewsjacob@gmail.com,+92 0526013996,80,2.32
02K-7856,Cassandra,Paul,47659-7539609-1,qperry@gmail.com,+92 5708128831,33,3.57
47K-7114,Erica,Williams,17635-5968473-7,joemcneil@gmail.com,+92 8755810759,91,2.71
36K-7756,Laura,Diaz,57038-8897931-5,jareddennis@gmail.com,+92 8336131050,121,2.46
28K-7284,Matthew,Chapman,20066-8213503-7,janicemorales@gmail.com,+92 1162855295,92,3.0
89K-3118,Lisa,Rodriguez,25661-7808222-0,fthomas@gmail.com,+92 9060930331,100,3.54
32K-4462,Dominique,Bray,60419-4875557-1,williamperez@gmail.com,+92 1157772443,30,3.3
55K-2230,Ryan,Kim,17507-1118337-2,carmenellison@gmail.com,+92 6977134618,54,3.38
59K-5237,Stanley,Ward,65913-5507514-8,janetmartin@gmail.com,+92 3413351158,24,2.43
39K-5724,Sergio,Tucker,28809-6719747-2,isabella74@gmail.com,+92 9166000329,86,3.58
55K-9165,Laura,Oneal,68971-2059859-0,ejones@gmail.com,+92 6711392655,114,3.84
44K-2762,Mitchell,Wilcox,76947-7923233-1,bsharp@gmail.com,+92 2142592447,38,2.44
27K-4072,Matthew,Christian,17809-2409025-8,perezjason@gmail.com,+92 1734408395,91,3.52
56K-7417,Dawn,Henry,14154-5749292-9,tonyashley@gmail.com,+92 7921894781,120,3.4
10K-5330,Patty,Sanchez,43832-2236366-3,nvargas@gmail.com,+92 7028378441,80,3.69
69K-0308,Barbara,David,25489-5856036-2,guerratracy@gmail.com,+92 8543686000,85,2.63
32K-8168,Andrea,Martinez,54442-1596523-4,daniel87@gmail.com,+92 4745797132,86,2.69
30K-9463,Allison,Sloan,52576-3959928-2,hannabrittany@gmail.com,+92 9343901951,24,3.53
90K-1279,Amy,Rice,77534-5019431-8,danielmorales@gmail.com,+92 5549339568,114,3.69
81K-4906,Jennifer,Chang,90699-7417203-3,rachelalexander@gmail.com,+92 3062905422,95,2.76
63K-0831,Darin,Sims,65528-9057215-2,nathanmiller@gmail.com,+92 0559184313,100,2.15
71K-8213,Mark,Mayer,26085-9202491-4,hdavis@gmail.com,+92 4615108375,56,3.46
66K-5781,Cynthia,Thomas,82319-7686978-7,joypowers@gmail.com,+92 4092721454,19,3.32
32K-2545,Jacob,Figueroa,34286-7060735-3,jennifer93@gmail.com,+92 2875983833,106,2.74
45K-8171,Corey,Garcia,19600-1622461-2,adamsrachael@gmail.com,+92 1539636889,60,2.72
98K-1879,Chad,Johnson,22657-5854752-6,michaelcarlson@gmail.com,+92 5645310830,17,2.33
63K-6320,Tommy,Fitzgerald,16794-7534952-0,travis47@gmail.com,+92 7097507082,107,2.82
23K-9685,Zachary,Klein,54309-8280620-2,lisa40@gmail.com,+92 6097455838,37,3.41
71K-2782,Heather,Singleton,94165-8780003-0,lopezkaren@gmail.com,+92 3759607968,78,3.31
97K-9656,Michael,Wolfe,71319-3438372-5,qclark@gmail.com,+92 4173247478,115,3.41
95K-6631,Natalie,Gomez,29996-3389508-1,timhoward@gmail.com,+92 4678223570,24,2.42
84K-5290,Todd,Sanchez,23721-2350194-2,paula12@gmail.com,+92 1680700761,88,3.86
23K-9851,Tracy,Hanson,76514-4952909-7,christopherwalters@gmail.com,+92 0646681509,45,2.13
97K-2980,John,Garcia,87210-3094274-8,yhernandez@gmail.com,+92 2128623536,109,3.7
40K-4869,Danielle,Brooks,54034-1626719-3,monicasimon@gmail.com,+92 9511978384,87,3.91
41K-6497,Erica,Brennan,82833-6044617-7,martindebbie@gmail.com,+92 8519273985,46,2.8
66K-3966,Julie,Allen,17210-8473227-4,gcosta@gmail.com,+92 7866766202,26,2.41
22K-7154,Shane,Matthews,67284-6837920-0,rcabrera@gmail.com,+92 1107854067,80,3.54
64K-5782,Robert,Sutton,83256-2891075-8,hahnpatricia@gmail.com,+92 8346135597,122,2.4
87K-9752,Christopher,Walker,12939-2234818-9,valentineerica@gmail.com,+92 9835246176,125,2.61
55K-1179,Jessica,Huber,60405-7834672-4,cherylsmith@gmail.com,+92 6584261458,25,2.0
58K-2799,Pamela,Tanner,68571-7029171-1,alexandra23@gmail.com,+92 8867809776,34,3.27
14K-0272,Justin,Frazier,95482-6099510-8,emmahoffman@gmail.com,+92 0507833220,100,3.89
71K-0492,Scott,Thornton,85891-0676270-9,greenekevin@gmail.com,+92 3733986752,69,3.95
37K-1354,Caroline,Mills,12674-9580627-3,vgray@gmail.com,+92 1221877388,100,3.8
77K-2636,Lauren,Parker,70371-7018120-9,heidiparker@gmail.com,+92 3660556559,77,3.8
14K-4929,Sara,Lopez,81938-2844844-4,lindahall@gmail.com,+92 5722822981,67,2.1
59K-7682,Mary,Johnson,92499-5752629-5,rcabrera@gmail.com,+92 0097734156,128,3.8
33K-6067,Denise,Bowman,63160-2470424-6,kevinwhitaker@gmail.com,+92 8254887300,38,3.26
27K-4575,Daniel,Rivera,97071-8258667-1,jennifer15@gmail.com,+92 3053809070,100,3.87
61K-1522,Julie,Hansen,12768-8227543-7,zacharylee@gmail.com,+92 2246178638,96,3.47
89K-4124,Isaac,Jennings,72357-1660438-7,donald19@gmail.com,+92 6863018018,108,3.99
57K-1544,Taylor,Kidd,43241-1771584-2,franceslynch@gmail.com,+92 1966403469,63,2.5
36K-0788,Barbara,Rowe,62196-5734804-9,bonniegates@gmail.com,+92 6498377802,119,2.89
89K-0454,Emily,Matthews,27638-8763734-2,travisdorsey@gmail.com,+92 3182960356,108,2.89
38K-8432,Mark,Young,47144-0888815-5,drew09@gmail.com,+92 5125701627,127,2.2
82K-5597,Amanda,Price,36856-7885919-2,greenryan@gmail.com,+92 5171490224,23,2.71
36K-3030,Michael,Avery,94391-0885266-4,justinrose@gmail.com,+92 3719128262,88,2.59
10K-6952,Patrick,Ortiz,92295-1175940-1,rodriguezjames@gmail.com,+92 5977350624,109,2.31
42K-2050,Craig,Duran,45431-8958284-4,tony81@gmail.com,+92 0835592760,103,3.31
77K-8778,Linda,Jones,16563-9690875-7,gary90@gmail.com,+92 9269233768,57,3.36
99K-0898,Nicholas,Hudson,56725-0569072-1,yroberts@gmail.com,+92 8602234581,127,3.96
60K-9040,Leah,Jackson,26947-3817985-6,william76@gmail.com,+92 3258701328,67,3.29
91K-2199,Christopher,Snow,42507-2341787-8,gabrielstevens@gmail.com,+92 1023981139,116,3.71
77K-8333,Mark,Travis,83093-2182841-8,fholt@gmail.com,+92 0369916769,93,3.82
11K-5190,Tiffany,Greene,23605-3158845-9,ujoseph@gmail.com,+92 1991696922,105,3.74
90K-3460,Kelly,Rogers,70731-7553346-0,kristinroberts@gmail.com,+92 3385414732,18,3.69
48K-2516,Lauren,Norman,57213-9946880-0,jennifersmith@gmail.com,+92 4656884868,51,3.88
75K-2148,Donald,Sawyer,73479-4834221-3,rebeccacraig@gmail.com,+92 0841258365,89,3.3
99K-1774,Kevin,Goodman,30348-7102143-7,danielle72@gmail.com,+92 5800139150,71,2.3
47K-7969,Garrett,Hutchinson,61913-4840170-5,paula69@gmail.com,+92 0348565882,31,2.9
19K-3138,Janet,Jones,80973-3034647-0,davidtaylor@gmail.com,+92 0551927630,57,2.65
57K-3210,Stephanie,Chambers,32882-8425077-8,annawoods@gmail.com,+92 5674292758,43,3.89
98K-3046,Todd,Davis,48144-0387161-3,kjohnson@gmail.com,+92 5019505039,114,3.97
65K-5498,Brittney,Perry,15952-0817107-6,sarah25@gmail.com,+92 1524298934,71,3.47
57K-9737,William,Oliver,27469-9214932-7,rebecca06@gmail.com,+92 2041217764,27,3.27
26K-7881,Jasmine,Coffey,92535-8541413-2,bhall@gmail.com,+92 2385004718,69,3.77
13K-5498,Christopher,Patrick,31676-1002989-3,michaelgreen@gmail.com,+92 3731881551,44,2.74
07K-4664,Melissa,Harvey,30608-1364390-1,slewis@gmail.com,+92 1159496927,62,3.4
63K-2360,Trevor,Mcmillan,37868-1862657-5,lewisdarrell@gmail.com,+92 8125119087,117,3.39
98K-3648,Thomas,Nicholson,74769-0691697-7,athompson@gmail.com,+92 4170709161,52,2.6
04K-6907,Casey,Erickson,83431-2483911-2,cwhite@gmail.com,+92 7239770777,121,2.88
59K-5790,Kyle,Austin,62810-8609611-9,daviesdarren@gmail.com,+92 5271546906,53,3.82
77K-9760,Ethan,Herrera,53325-6349017-6,monroekevin@gmail.com,+92 0154722901,71,3.0
08K-8863,Ryan,Ford,44199-0309458-5,jrodriguez@gmail.com,+92 5781751251,112,3.83
14K-6177,Joel,Rios,58591-2605798-4,john11@gmail.com,+92 2485904637,63,3.97
53K-2058,Nathan,Young,89493-7533645-3,nicholaswilliams@gmail.com,+92 9948905095,24,2.87
33K-5270,Eric,Steele,26376-4741447-7,gregorywilliams@gmail.com,+92 0327537067,80,3.58
39K-2104,William,Taylor,23785-8524441-7,bakersteven@gmail.com,+92 6535734063,52,3.2
04K-8218,Charles,Stuart,46454-4936601-4,hfitzpatrick@gmail.com,+92 6961221875,32,3.69
64K-1021,Deanna,Martin,61792-4407993-9,joshua90@gmail.com,+92 9654876772,125,3.86
48K-9190,Jennifer,Schaefer,80576-0983850-1,adamsroberto@gmail.com,+92 8087351968,43,2.9
73K-0863,Aaron,Levy,24812-3190113-8,sdaugherty@gmail.com,+92 5903331884,63,2.53
06K-1538,Sarah,Sullivan,74544-5911198-7,jeffreygilmore@gmail.com,+92 4256665252,73,2.84
41K-9062,Catherine,Bridges,46286-4704966-1,carloswilliams@gmail.com,+92 9962085907,100,2.96
37K-3185,Michelle,Murphy,12585-6803733-1,linda09@gmail.com,+92 3767586642,17,3.13
24K-1471,Barry,Wiggins,55927-2228043-9,ynelson@gmail.com,+92 9672273948,122,2.65
25K-2107,Antonio,Webster,13015-0892499-1,waterskaren@gmail.com,+92 7857226602,19,3.61
13K-4613,Jerry,Myers,34714-8946024-3,chloe18@gmail.com,+92 9377203197,126,3.11
67K-0493,Vanessa,Webster,70764-8326730-8,jeremy67@gmail.com,+92 4449067959,38,3.63
62K-6638,William,Scott,77050-8509105-5,robin07@gmail.com,+92 6517995422,123,2.6
36K-6153,David,Harrell,50393-9033463-9,rfuller@gmail.com,+92 0834150089,52,3.46
86K-5876,Rhonda,Diaz,58646-6829334-9,dbolton@gmail.com,+92 6240593000,32,3.93
