Student ID,First Name,Last Name,CNIC,Email,Phone Number,Credit Hours,CGPA
29K-3947,Dennis,Williams,99501-5334947-8,patrick11@gmail.com,+92 8048523104,67,3.51
98K-4919,Charles,Mcdonald,93799-0643928-2,maxwellvictoria@gmail.com,+92 5925658973,29,3.15
43K-7959,Keith,Buck,73210-8634003-0,aaronpeck@gmail.com,+92 8301789566,126,3.62
80K-6562,Christopher,Hayden,51070-9504241-2,marcus47@gmail.com,+92 1055364173,119,3.31
09K-2498,Erin,Sharp,82329-0697125-3,baldwintracy@gmail.com,+92 3810433111,49,3.23
02K-8792,Whitney,Campbell,17492-5392940-8,nmacdonald@gmail.com,+92 4431737169,121,3.13
96K-2344,Darrell,Russo,27772-2931353-0,william30@gmail.com,+92 7812758982,20,2.0
12K-3875,Andrew,West,43239-3481088-3,coreyjensen@gmail.com,+92 8560524515,107,3.24
22K-3517,Taylor,Dominguez,75455-3813946-8,rvasquez@gmail.com,+92 6908392671,92,2.5
45K-3213,Alison,Barajas,62270-4667113-0,lorigallagher@gmail.com,+92 4745935469,35,2.46
40K-0676,Lucas,Hughes,74243-4175769-3,melissathomas@gmail.com,+92 2999612921,32,3.26
36K-5250,Brian,Lewis,78388-6974437-7,john98@gmail.com,+92 0638406864,38,3.18
95K-4574,James,Golden,54384-6001225-8,brendayoung@gmail.com,+92 2071266908,113,3.65
72K-4555,Kathy,Hebert,15290-6538121-0,matthewgonzales@gmail.com,+92 9672544109,110,3.68
08K-5231,Ronald,Atkinson,66441-6632417-1,john67@gmail.com,+92 9682767863,92,2.31
92K-5807,Nathan,Case,19561-5704814-9,bjohnson@gmail.com,+92 2765072617,48,2.7
30K-6257,Wanda,Allen,21837-6191023-9,james44@gmail.com,+92 3498738272,29,3.99
07K-1374,Susan,Oconnell,78365-7052240-8,smithgregory@gmail.com,+92 4867604225,98,3.84
77K-1785,Michael,Pope,63681-4683257-2,kari10@gmail.com,+92 5305058945,45,2.44
55K-4657,Amber,Smith,88944-3887432-2,butlerjohnathan@gmail.com,+92 6379703067,116,2.4
12K-0397,April,Hernandez,99940-8271514-4,tfrederick@gmail.com,+92 2351081944,58,2.64
23K-0738,Megan,Jones,15283-5485878-9,maxwell99@gmail.com,+92 7733393855,102,2.58
54K-6968,Jeff,Newman,23645-0791913-0,danastewart@gmail.com,+92 5094315860,75,2.22
12K-1421,Steven,Golden,75542-6815108-9,nicholasgonzales@gmail.com,+92 2135730579,76,3.29
93K-4496,Adam,Wilkerson,21340-2990520-4,zachary90@gmail.com,+92 1180962666,91,3.26
40K-1765,Kevin,Wells,67092-2432967-7,jessicajohnston@gmail.com,+92 4446034840,51,2.5
30K-7946,Jeffery,Palmer,42161-6935928-4,morozco@gmail.com,+92 2740319064,41,2.26
66K-0134,Adam,Brooks,69834-3379658-7,garywatts@gmail.com,+92 6060801377,121,2.29
17K-1320,Scott,Harris,90893-3236261-6,kyle22@gmail.com,+92 6732785885,114,3.5
07K-2775,Jeremy,Schmidt,20736-3145354-5,allisonrichard@gmail.com,+92 6547605474,97,3.82
16K-3536,Alicia,Lowe,54888-2893152-3,richardsonmatthew@gmail.com,+92 0183123268,49,3.71
59K-1759,James,Pham,23172-9629178-1,cabreramatthew@gmail.com,+92 5742818362,65,2.79
84K-1461,Victoria,Daniel,96700-1563037-5,isosa@gmail.com,+92 0208723622,73,3.16
12K-3428,Patrick,Ross,24701-2368053-7,john37@gmail.com,+92 0676220618,96,2.3
38K-0599,Laura,Huffman,31582-7890029-3,joseph44@gmail.com,+92 4256997649,21,3.18
32K-3209,Sydney,Adkins,66838-0077956-1,browncole@gmail.com,+92 3529841994,69,2.3
19K-9568,Mary,Robinson,24380-4315726-3,ohamilton@gmail.com,+92 2696957621,61,2.79
12K-7488,Juan,Smith,57698-2538055-8,isaacstokes@gmail.com,+92 1174169774,122,2.18
04K-0000,Sue,Chapman,37757-9457260-5,icooper@gmail.com,+92 9170604392,64,2.56
95K-4544,Michelle,Jones,57078-4634668-7,pgibson@gmail.com,+92 2134788215,68,2.89
95K-8372,Claudia,Mills,48417-6234106-8,rachel22@gmail.com,+92 8915354411,68,3.2
41K-4902,Justin,Graham,58181-9970787-0,carolynmckinney@gmail.com,+92 9505136302,53,3.59
94K-9357,Julie,Gutierrez,43993-2654485-3,banksjulie@gmail.com,+92 1170027133,56,3.48
03K-1709,Megan,Gross,26131-7810281-5,ashley46@gmail.com,+92 0758837069,48,3.76
01K-3707,Alyssa,Key,97856-8409227-0,lori96@gmail.com,+92 8220978440,115,3.23
37K-4860,Jonathan,Stevens,69433-1454794-4,harveygeorge@gmail.com,+92 8422824695,18,3.34
27K-6453,James,Torres,98737-9450943-8,scott68@gmail.com,+92 0216628370,74,3.91
34K-9944,Angela,Patton,59796-9008671-9,heather94@gmail.com,+92 8067980357,36,2.98
48K-3018,Tiffany,Ritter,82591-8394652-5,elizabethbrown@gmail.com,+92 3256211557,53,2.64
32K-3159,Keith,Cunningham,43444-0645688-8,vortega@gmail.com,+92 2793573610,79,3.35
46K-0526,Larry,Duran,72427-3609378-4,loweryrandy@gmail.com,+92 8435667491,48,3.3
95K-0833,Morgan,King,36773-3137981-4,katelyn41@gmail.com,+92 8355717772,77,2.25
73K-8483,Daniel,Soto,92592-5785676-7,robyn13@gmail.com,+92 1120552810,59,3.1
11K-4241,Nicole,Jensen,77390-6593808-2,amanda80@gmail.com,+92 5551159176,63,2.32
28K-5180,Mike,Bell,92952-7479639-4,jennifer89@gmail.com,+92 4084150134,32,3.51
62K-9952,Douglas,Hunter,65936-8470742-1,andrea47@gmail.com,+92 7194521941,103,3.95
69K-5695,Eric,Ingram,91596-6478901-0,jasonclark@gmail.com,+92 2576734821,119,3.29
87K-8395,Joanna,Miller,32029-2923607-8,douglasbishop@gmail.com,+92 9259908607,49,3.34
36K-1249,Natasha,Sparks,76632-0858301-6,wrightamy@gmail.com,+92 7398235865,112,2.88
24K-5748,Allison,Singh,41583-5105993-9,oerickson@gmail.com,+92 4243015237,108,2.95
62K-2610,Patricia,Wilson,98940-7172390-2,webbstephanie@gmail.com,+92 0640834943,89,3.23
93K-9605,Donna,Thompson,69289-3001052-8,simonkyle@gmail.com,+92 6416834356,125,2.49
38K-0394,Sarah,Mckee,73232-0700771-4,hannah07@gmail.com,+92 9539609570,33,3.53
05K-2473,Cody,Wolf,34564-7231471-2,paula64@gmail.com,+92 0748994690,101,3.75
79K-6020,Matthew,Weiss,34040-3834167-4,laurathompson@gmail.com,+92 2230598337,74,2.98
90K-3918,Brian,Baker,63207-7771462-0,smithchristine@gmail.com,+92 6857578829,30,2.99
74K-5475,Thomas,King,93785-0683438-3,joelhughes@gmail.com,+92 0521568338,114,2.29
76K-7849,Lindsay,Suarez,75939-3923380-3,ipeters@gmail.com,+92 4101478711,65,3.26
60K-6374,Jerry,Blackburn,96923-6933523-9,hugheswilliam@gmail.com,+92 1165424903,65,2.95
12K-1540,Larry,Sparks,65509-6725700-4,hgreen@gmail.com,+92 0750846665,31,3.85
79K-3658,Andrea,Flores,56796-7087719-0,nicole76@gmail.com,+92 2067489797,129,2.82
33K-8780,Anna,Griffin,26115-7075162-2,lindasmith@gmail.com,+92 8057348914,49,3.12
94K-2586,Christopher,Marshall,33255-5484267-8,dcohen@gmail.com,+92 2337966613,128,3.87
60K-2414,Mark,Jenkins,30890-5189599-7,dunlapjames@gmail.com,+92 9333003046,89,3.9
62K-5908,Julie,Massey,19275-2523396-8,meyersnicholas@gmail.com,+92 0453945319,106,2.71
04K-1757,Jorge,Navarro,39246-4489868-3,mollydominguez@gmail.com,+92 5600044888,66,3.59
78K-5884,Heather,Ross,49598-5373816-4,evanssteven@gmail.com,+92 3145024158,86,3.87
32K-6065,Tiffany,Montgomery,48082-3974758-2,jonathantorres@gmail.com,+92 0781762532,102,2.12
04K-0096,Thomas,Frank,81977-5920114-1,jose47@gmail.com,+92 0400922602,69,3.77
89K-4043,Alexandra,Jones,78302-5598175-4,craig09@gmail.com,+92 1809860189,17,2.13
68K-8329,Julie,Jackson,57443-5413224-0,flynnsharon@gmail.com,+92 3258202857,53,2.6
18K-7180,Shawn,Martinez,95004-3547796-6,bryan18@gmail.com,+92 4037850254,75,2.41
80K-2330,Jessica,Wilson,68591-9307979-9,ryan72@gmail.com,+92 6928455423,89,3.6
20K-5506,Caleb,Johnson,81417-1568538-5,romerosteven@gmail.com,+92 5890320940,47,3.14
19K-9592,Jessica,Wood,84154-6831844-8,ryan67@gmail.com,+92 2692049038,121,3.74
60K-8332,Donna,Jackson,95606-4892086-0,james67@gmail.com,+92 4568453451,44,2.72
54K-2779,Mark,Smith,28291-7935165-7,nicolepeterson@gmail.com,+92 4760079434,68,3.8
43K-0354,Brenda,Morgan,17718-9745387-6,zmonroe@gmail.com,+92 9119122845,50,2.63
21K-6980,Matthew,Alvarez,55378-0171621-7,wendy97@gmail.com,+92 8456668677,67,3.41
04K-0001,Lauren,Anderson,91318-1131763-8,kempangel@gmail.com,+92 8377322995,111,2.7
57K-2437,Diana,Watts,75726-0097718-6,uharvey@gmail.com,+92 4454045867,111,2.92
06K-2625,Amber,Cantrell,87290-8293099-5,tgonzales@gmail.com,+92 6736335286,57,2.27
46K-6028,Karen,Graves,53641-4018165-1,cowanjoanna@gmail.com,+92 8593405416,109,2.68
18K-4990,Christian,Brown,92584-0981494-1,danielturner@gmail.com,+92 2678340639,36,2.66
57K-3474,Megan,Simpson,72294-5467026-4,ijones@gmail.com,+92 1272666801,37,3.66
31K-9523,Ricky,Henry,88321-7252968-2,debragomez@gmail.com,+92 7178212859,75,2.59
72K-1101,Jeff,Williams,41206-1637433-9,annetteanderson@gmail.com,+92 3162432069,91,3.36
13K-3353,Theresa,Hodge,66195-3294159-7,morrisphilip@gmail.com,+92 4849053727,40,3.56
54K-4016,Larry,Hill,44441-3920040-7,dave90@gmail.com,+92 2486898727,71,2.17
28K-5268,Latasha,Werner,84690-7204130-4,kclarke@gmail.com,+92 7164385210,65,2.98
99K-5500,Nicole,Cruz,42969-9711342-5,vaughnbrenda@gmail.com,+92 8584835309,36,2.81
68K-2693,Katherine,Mueller,11096-2268329-9,hallchristopher@gmail.com,+92 7310227621,91,3.13
68K-5240,Theresa,Henderson,62935-9664901-7,laurenfarmer@gmail.com,+92 3207371715,26,2.76
75K-8815,Gina,Gibson,39368-5306330-4,taylorbolton@gmail.com,+92 3999711261,128,2.53
63K-5650,Anne,Ross,37853-8729993-4,ricewilliam@gmail.com,+92 9473885344,59,3.74
73K-6835,Judith,Martinez,37755-5160157-5,smorales@gmail.com,+92 1913499597,111,2.41
88K-7524,Sean,Brown,61824-6234177-6,shaun51@gmail.com,+92 0299937727,128,2.95
70K-9767,Glenn,Mccoy,21969-7535601-3,davidabbott@gmail.com,+92 5519532875,63,2.49
52K-5040,Tonya,Hopkins,74815-1907037-6,griffinantonio@gmail.com,+92 3965827957,51,3.31
47K-9516,Jay,Jordan,67817-7329420-0,theresadavidson@gmail.com,+92 5759454818,92,3.81
84K-4181,Kelly,White,75246-3123968-9,shawn00@gmail.com,+92 2276153206,110,3.27
06K-3456,Matthew,Gonzalez,26459-0012147-5,irichardson@gmail.com,+92 5732563167,116,2.38
19K-3782,Sara,Smith,41866-7916485-6,sabrina57@gmail.com,+92 4282241070,55,3.98
06K-9174,John,Pacheco,92309-5405022-1,howellhayley@gmail.com,+92 7253382508,104,3.14
71K-8024,Adrian,Harmon,54406-2053271-4,jaimerodriguez@gmail.com,+92 7695628237,68,2.55
96K-4696,Jamie,Harrington,48734-1408276-1,stephen64@gmail.com,+92 1876715095,89,2.89
77K-5161,Tammy,Lopez,78706-8367598-2,hsilva@gmail.com,+92 6431270749,106,3.11
77K-1710,Robert,Nelson,98871-0851310-4,jonesbrian@gmail.com,+92 0707423991,60,2.14
03K-2416,Allison,Evans,33228-7615783-9,wendyjuarez@gmail.com,+92 6621769830,58,3.58
54K-0712,Joseph,Ward,30617-8907639-6,kdennis@gmail.com,+92 9893804690,76,2.37
08K-2785,Eric,Garcia,39419-8966548-6,ncarter@gmail.com,+92 1928188853,91,2.87
16K-5080,Paige,Williams,76620-3369210-6,fwilliams@gmail.com,+92 1982172877,53,2.39
69K-3713,Lauren,Conway,13201-5537929-1,oscar48@gmail.com,+92 9644712619,83,3.91
06K-5943,Richard,Jones,71666-7329237-6,whitejoyce@gmail.com,+92 5378074755,101,2.94
98K-6214,Megan,Brown,94144-3306643-3,shanepacheco@gmail.com,+92 1739640831,53,3.86
18K-9906,Cheryl,Mccormick,83825-8982249-0,ccrawford@gmail.com,+92 4732260066,27,3.53
45K-6770,Ashley,Bright,87662-1762792-3,stephensandrea@gmail.com,+92 4080759094,60,3.66
12K-0991,Stephen,Wilson,17352-4841678-7,cody71@gmail.com,+92 4900975672,79,3.65
29K-8592,Dawn,Lamb,15029-9766946-6,christian48@gmail.com,+92 7307849862,44,3.57
92K-8349,Teresa,Howell,59735-0842928-0,joshuajones@gmail.com,+92 5835746487,17,2.16
35K-2820,Trevor,Riggs,96500-4765025-3,ariassteven@gmail.com,+92 1888986489,60,3.98
22K-5158,James,White,79305-9785282-8,hchristian@gmail.com,+92 9308420661,99,3.7
04K-2110,Jennifer,Williams,92897-3975354-5,ssmith@gmail.com,+92 5952175412,73,3.3
13K-2237,Michelle,Mcconnell,42644-0364589-9,ashley36@gmail.com,+92 4464626497,127,3.25
59K-8103,Timothy,Dean,42762-0248365-2,kturner@gmail.com,+92 7979316520,59,3.65
80K-0748,Diane,Mason,57724-4877209-7,cruzscott@gmail.com,+92 4775117924,17,2.16
77K-4152,Jason,Gray,42534-4554831-0,phawkins@gmail.com,+92 5700616416,41,2.99
61K-9655,Caitlyn,Landry,54385-6215926-3,xstrong@gmail.com,+92 2996326634,41,3.44
31K-1807,Scott,Wright,22657-5286335-1,richard14@gmail.com,+92 5081086056,71,3.61
58K-5964,Rebecca,Schroeder,26714-0913852-2,stevenslee@gmail.com,+92 5718281964,85,3.9
23K-1347,Ricardo,Garza,82460-9773961-8,sandersmichael@gmail.com,+92 6641780320,33,2.4
14K-0402,Anthony,Nelson,97999-3383315-4,qfowler@gmail.com,+92 8618303193,54,2.1
30K-6806,April,Marquez,75678-5289715-5,johnmccoy@gmail.com,+92 3748405341,125,3.47
92K-7350,Charles,Smith,79088-7453890-6,karenroberts@gmail.com,+92 0419237225,98,2.37
14K-3233,Jesse,Oneill,51675-0963246-4,katherine99@gmail.com,+92 7294318556,80,2.45
96K-5681,Luis,Turner,11508-5780946-1,amandastevens@gmail.com,+92 1831029151,18,3.15
61K-2916,Joshua,Walker,97179-5290006-1,xshaffer@gmail.com,+92 9543975905,93,3.71
76K-0092,Rebecca,Jackson,25000-5187305-9,solomonmichael@gmail.com,+92 5541839240,108,3.22
08K-2971,Larry,Mckenzie,71685-2200071-5,solismichael@gmail.com,+92 3188052740,83,2.39
75K-0413,Matthew,Mendez,78949-2586639-8,bzavala@gmail.com,+92 5791062572,114,2.86
64K-1032,Colton,Clarke,92090-0991607-6,dennisbrown@gmail.com,+92 2521564927,69,2.79
89K-8780,Kevin,Gutierrez,60715-1863368-7,xnelson@gmail.com,+92 1459287247,127,3.91
27K-4828,Juan,Velasquez,15321-1368098-2,elizabeth51@gmail.com,+92 2241356049,27,3.7
77K-0231,Tyler,Evans,41750-8332645-9,woodscalvin@gmail.com,+92 4928217561,36,3.13
61K-7717,Mary,Baker,93419-9558592-8,shuffman@gmail.com,+92 6828444253,51,3.66
80K-2215,Calvin,Smith,55261-2851523-3,sandrade@gmail.com,+92 5533792781,31,3.47
84K-3250,Jacqueline,Lee,21486-4933473-1,eellis@gmail.com,+92 9390347376,19,2.3
53K-0889,Randy,Ramirez,54780-6614444-5,hodgemadison@gmail.com,+92 6213995732,92,3.22
34K-3352,Jeff,Gomez,25337-7265187-9,jonathan57@gmail.com,+92 0648303817,77,2.27
13K-6898,Jennifer,Patrick,57650-4213619-6,laurasnyder@gmail.com,+92 3091096659,47,2.95
65K-6826,Dawn,Wolfe,24193-0543100-8,smarquez@gmail.com,+92 2933676126,41,3.52
25K-7393,Angela,Trujillo,16339-4668694-7,thomasstewart@gmail.com,+92 1819510929,79,3.89
81K-9707,Eric,Jones,13271-0364466-1,anthony38@gmail.com,+92 7012405830,97,3.72
60K-5681,Martin,Chang,80384-4889344-3,ohancock@gmail.com,+92 8813424480,69,2.61
52K-8816,Madison,Walton,68098-4435982-5,cranelauren@gmail.com,+92 1653335453,94,3.28
69K-8362,Zachary,Rivas,33596-5041707-3,garrettrobert@gmail.com,+92 7804925667,41,3.59
48K-8501,Jesse,Griffin,12599-0800008-8,austinlisa@gmail.com,+92 4765773463,55,3.82
78K-7263,Stanley,Koch,10958-1627938-2,victoriafrancis@gmail.com,+92 5698443569,29,3.31
75K-2291,Tony,Short,72005-5102652-6,wilsonsheena@gmail.com,+92 9195850145,78,2.98
97K-8366,James,Mcclain,51792-9152252-4,david83@gmail.com,+92 9508615210,40,2.14
10K-4921,Heather,Fleming,16168-8474373-0,brandi14@gmail.com,+92 7837070758,26,3.61
32K-6139,Amanda,Huber,82679-0036306-2,cindyyoung@gmail.com,+92 5092571127,87,3.8
22K-6486,Angela,Potts,50064-5538653-0,crivas@gmail.com,+92 7680917799,111,3.36
42K-8606,Aaron,Townsend,51432-9170352-5,hallbrandon@gmail.com,+92 2600378411,76,2.89
69K-2695,Roy,Anderson,32954-5948573-7,richard44@gmail.com,+92 7208368576,79,3.16
67K-7841,Gina,Stuart,15348-7600652-0,javier95@gmail.com,+92 0725948862,110,3.37
56K-2579,Reginald,Riddle,80751-4922449-9,jenniferhurley@gmail.com,+92 7149833452,74,2.62
81K-9848,Allison,Anderson,59150-1219446-9,fgonzalez@gmail.com,+92 9871474404,90,2.73
46K-8409,Donald,Ray,75893-1465733-2,ucooper@gmail.com,+92 9854106041,127,3.13
54K-5656,Scott,Cline,46095-9667478-0,ashleycollins@gmail.com,+92 5150218919,74,2.59
56K-1291,Sue,Gonzalez,53318-9110971-9,bobby47@gmail.com,+92 8826539178,120,2.44
90K-2606,Lori,Curtis,55279-5381387-8,crystal32@gmail.com,+92 6106105884,80,3.2
34K-2515,Hannah,Santana,65442-2417634-5,bonnie22@gmail.com,+92 0205799353,124,2.92
33K-5609,Andrea,Escobar,59188-1468966-4,pottstim@gmail.com,+92 9748984443,25,3.55
97K-1059,Richard,Lee,58029-9241353-1,andrearichmond@gmail.com,+92 9782962310,50,2.96
79K-8510,Sean,Long,92134-1918931-1,cisnerosrichard@gmail.com,+92 8157924960,122,3.87
07K-4236,Christine,Watson,97818-1156216-4,mercerdonna@gmail.com,+92 3002039833,117,3.89
07K-6060,Anthony,Perez,41617-4761886-2,johnkennedy@gmail.com,+92 9561095744,118,3.76
26K-9704,Jacqueline,Jackson,82396-8167985-0,marissa07@gmail.com,+92 5316241833,32,2.69
84K-4992,Corey,Hodge,74839-8782793-7,chapmanjeffrey@gmail.com,+92 1331026558,64,2.56
47K-2684,Nicholas,Allen,53444-5613078-9,jennifer65@gmail.com,+92 0861791575,27,3.15
48K-4092,Lonnie,Elliott,80770-8381743-6,michellerodriguez@gmail.com,+92 6209935404,77,2.2
32K-0351,Jessica,Schwartz,24306-2173960-4,whitakersydney@gmail.com,+92 4899850529,118,3.29
28K-7959,Jeffrey,Sims,95280-2320935-3,ckeller@gmail.com,+92 4601880002,121,2.4
35K-4994,Christopher,Crawford,32292-8302577-0,carolburnett@gmail.com,+92 2484724084,126,3.38
41K-9890,Thomas,Green,66735-9255103-1,annetravis@gmail.com,+92 4514949066,23,2.2
93K-3800,Kathryn,Evans,54781-9949585-5,gomezrebecca@gmail.com,+92 0179235130,90,3.54
06K-0062,Jessica,Lopez,93512-7926372-6,ywoodard@gmail.com,+92 3095146609,54,3.36
54K-9405,Gary,Solomon,57917-1140925-1,christina79@gmail.com,+92 2522617760,52,3.31
30K-0461,Eric,Gallagher,42941-5191993-1,felicia45@gmail.com,+92 3881828918,69,2.44
36K-3748,Marie,Robinson,52150-6339469-4,beckerkristen@gmail.com,+92 5389035418,100,2.58
37K-2146,Cassandra,Lewis,54962-3544733-8,meganhowell@gmail.com,+92 0257846539,92,2.92
77K-2331,Jeffrey,Davis,41560-4333635-7,burnsmichael@gmail.com,+92 1945021106,29,2.87
56K-8986,Ana,Brown,57210-0133946-7,lucas24@gmail.com,+92 3413347166,59,2.96
68K-6685,John,Rodriguez,41908-6861847-4,shannon42@gmail.com,+92 8918654210,37,3.1
70K-2263,Melissa,Allen,94089-7671069-6,kevinglenn@gmail.com,+92 3241063859,22,2.99
62K-4691,Taylor,Lucas,84458-6386132-4,lynn76@gmail.com,+92 7423028802,31,2.7
90K-8638,Crystal,Smith,12101-7979293-9,olawrence@gmail.com,+92 5418691444,101,2.13
77K-9080,Mary,Williamson,91669-7185709-7,katherine39@gmail.com,+92 7280710856,65,3.3
37K-0301,Susan,Burns,86308-3084251-8,paynenicholas@gmail.com,+92 6903032674,115,2.49
71K-1337,Johnny,Waters,31989-0054429-8,froberts@gmail.com,+92 1771132556,61,2.86
78K-0027,Russell,Johnson,39240-4367008-0,rpowell@gmail.com,+92 7459017213,59,3.2
31K-2366,Karla,Barnes,55059-2602032-5,igarcia@gmail.com,+92 3696124475,103,3.91
85K-0974,Lori,Williams,36985-0680134-7,timothywilliamson@gmail.com,+92 4333499019,106,2.3
46K-6181,David,Padilla,73915-3446293-8,claytonjoel@gmail.com,+92 5787122575,82,2.55
73K-6168,Damon,Martinez,86451-0916865-0,darrell68@gmail.com,+92 1326458294,76,3.17
87K-2194,Jeffrey,Alvarez,49715-6304399-1,michael40@gmail.com,+92 3345766906,63,2.1
05K-3313,David,Acevedo,59490-7122861-8,markbishop@gmail.com,+92 2840085967,118,3.98
53K-5087,Timothy,Williams,49651-5962047-4,robertsuarez@gmail.com,+92 1109990614,24,2.58
67K-9945,Keith,Robles,78002-8395018-1,kimberly24@gmail.com,+92 9581315838,89,3.92
49K-5117,Jacob,Davis,96287-6801501-4,lamadrienne@gmail.com,+92 5154329302,60,3.94
80K-1083,Troy,Smith,72486-6266187-9,dmosley@gmail.com,+92 4260442086,119,3.29
67K-4634,Lauren,Wright,66481-5295133-7,sheena69@gmail.com,+92 3350603315,39,3.63
68K-0275,Mary,Shaffer,54652-6075841-5,charlescohen@gmail.com,+92 3966687569,87,2.59
54K-4005,Peggy,Mccall,87952-4766158-5,ramosdavid@gmail.com,+92 3575329977,47,2.76
25K-5870,Robert,Miles,37628-9075462-5,matthew60@gmail.com,+92 6146677614,46,2.16
79K-4058,Adam,Marshall,89269-8058225-5,ihines@gmail.com,+92 0727657350,127,3.34
28K-1225,Jacob,Garcia,24380-7870949-9,thorntonsteven@gmail.com,+92 1937618475,21,3.3
58K-0090,Anna,Carson,14862-3898847-4,teresaorr@gmail.com,+92 8884923673,130,3.6
90K-5937,Marissa,Gilbert,99477-4400484-4,robertsoncynthia@gmail.com,+92 5890293151,18,2.86
71K-2831,Sara,Hogan,46251-2323465-1,garzajerome@gmail.com,+92 3147874901,108,3.83
98K-0111,Stephanie,Jackson,68519-8976848-6,davisnicole@gmail.com,+92 8958340714,86,3.81
13K-1932,Clifford,Hill,43144-2314485-5,joyoung@gmail.com,+92 6608519037,111,2.69
15K-1168,Carolyn,Hansen,80446-3463514-5,nharris@gmail.com,+92 7263284655,53,2.28
05K-7047,Brittney,Taylor,69539-8380282-3,clarkryan@gmail.com,+92 4376936059,63,3.2
34K-8271,Sarah,Adams,68744-5947710-0,grantjason@gmail.com,+92 6543751400,111,2.39
87K-1942,Lisa,Castro,56371-5387959-0,jeffrey88@gmail.com,+92 3650341890,24,2.89
93K-5904,Michelle,Freeman,89778-5989097-8,shelly29@gmail.com,+92 9338211888,70,3.83
78K-5093,Daniel,Parker,22645-3948469-4,garciablake@gmail.com,+92 9010449709,31,2.84
93K-8414,Rachael,Thomas,62771-2396682-5,hutchinsonalan@gmail.com,+92 5366977060,63,2.17
04K-4047,Richard,Wilson,51130-2907185-2,edwardshelton@gmail.com,+92 8127177395,40,3.9
82K-0733,Michelle,Harper,93943-8333542-8,justingarcia@gmail.com,+92 2062222206,29,3.95
33K-2661,Virginia,Khan,98061-8324485-1,harmonamy@gmail.com,+92 5442395053,32,3.81
54K-9031,Nicole,Mclaughlin,34696-6133333-7,floresclarence@gmail.com,+92 8348089944,117,2.19
12K-6110,Michaela,Hudson,12141-4131324-4,ramirezwilliam@gmail.com,+92 4483037976,24,2.48
88K-0530,Colton,Mack,25227-2275007-2,johnathancook@gmail.com,+92 6745562698,52,2.97
57K-0444,Ray,Clayton,33741-9230184-7,sheilaporter@gmail.com,+92 7444606925,121,2.65
71K-1591,Sarah,Chase,51228-7238315-5,james86@gmail.com,+92 3238835533,58,3.35
83K-6619,Ana,Stevens,37743-4141185-2,phillip99@gmail.com,+92 7077932193,42,2.48
35K-5666,Paul,Bennett,21869-9757939-4,kimberly46@gmail.com,+92 6160406315,20,3.78
92K-9211,Amber,Crawford,56755-8945502-3,dwatkins@gmail.com,+92 8874426642,122,3.27
46K-6158,Gabrielle,Rogers,45348-0306545-9,nmason@gmail.com,+92 2797740746,22,2.76
32K-0434,Yvette,Robinson,98578-4850955-4,tammypeters@gmail.com,+92 6936574866,51,3.38
00K-5056,Steven,Chavez,63942-1671357-4,erica02@gmail.com,+92 9540249670,88,3.66
79K-2691,Cathy,Ellis,15900-9968827-4,kwest@gmail.com,+92 8834712347,25,3.9
